Sample in Buffer,Sample in Window,TRIGGER,u_stress/agent_00/rx_tdest_dbg[3:0],u_stress/agent_00/rx_vc0_cnt[31:0],u_stress/agent_00/rx_vc1_cnt[31:0],u_stress/agent_00/rx_err_cnt[31:0],u_stress/agent_00/state_dbg[1:0],u_stress/agent_00/tx_flit_cnt[31:0],u_stress/agent_00/tx_stall_cnt[31:0],u_stress/agent_00/test_done
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
366,366,0,0,0025c166,0025c160,00000000,1,004b8439,001e3484,0
367,367,0,0,0025c167,0025c160,00000000,1,004b843a,001e3484,0
368,368,0,0,0025c167,0025c160,00000000,1,004b843b,001e3484,0
369,369,0,0,0025c168,0025c160,00000000,1,004b843c,001e3484,0
370,370,0,0,0025c169,0025c160,00000000,1,004b843d,001e3484,0
371,371,0,0,0025c16a,0025c160,00000000,1,004b843e,001e3484,0
372,372,0,0,0025c16b,0025c160,00000000,1,004b843f,001e3484,0
373,373,0,0,0025c16b,0025c160,00000000,1,004b8440,001e3484,0
374,374,0,0,0025c16b,0025c160,00000000,1,004b8441,001e3484,0
375,375,0,0,0025c16c,0025c160,00000000,1,004b8442,001e3484,0
376,376,0,0,0025c16d,0025c160,00000000,1,004b8443,001e3484,0
377,377,0,0,0025c16e,0025c160,00000000,1,004b8444,001e3484,0
378,378,0,0,0025c16e,0025c160,00000000,1,004b8445,001e3484,0
379,379,0,0,0025c16f,0025c160,00000000,1,004b8446,001e3484,0
380,380,0,0,0025c170,0025c160,00000000,1,004b8446,001e3485,0
381,381,0,0,0025c170,0025c161,00000000,1,004b8446,001e3486,0
382,382,0,0,0025c170,0025c162,00000000,1,004b8446,001e3487,0
383,383,0,0,0025c170,0025c162,00000000,1,004b8446,001e3488,0
384,384,0,0,0025c170,0025c163,00000000,1,004b8446,001e3489,0
385,385,0,0,0025c170,0025c164,00000000,1,004b8446,001e348a,0
386,386,0,0,0025c170,0025c164,00000000,1,004b8446,001e348b,0
387,387,0,0,0025c170,0025c165,00000000,1,004b8447,001e348b,0
388,388,0,0,0025c170,0025c165,00000000,1,004b8448,001e348b,0
389,389,0,0,0025c170,0025c166,00000000,1,004b8449,001e348b,0
390,390,0,0,0025c170,0025c167,00000000,1,004b8449,001e348c,0
391,391,0,0,0025c170,0025c168,00000000,1,004b8449,001e348d,0
392,392,0,0,0025c170,0025c169,00000000,1,004b844a,001e348d,0
393,393,0,0,0025c170,0025c169,00000000,1,004b844b,001e348d,0
394,394,0,0,0025c170,0025c16a,00000000,1,004b844c,001e348d,0
395,395,0,0,0025c170,0025c16b,00000000,1,004b844d,001e348d,0
396,396,0,0,0025c170,0025c16c,00000000,1,004b844d,001e348e,0
397,397,0,0,0025c170,0025c16c,00000000,1,004b844e,001e348e,0
398,398,0,0,0025c170,0025c16c,00000000,1,004b844f,001e348e,0
399,399,0,0,0025c170,0025c16d,00000000,1,004b8450,001e348e,0
400,400,0,0,0025c170,0025c16e,00000000,1,004b8451,001e348e,0
401,401,0,0,0025c170,0025c16f,00000000,1,004b8452,001e348e,0
402,402,0,0,0025c170,0025c170,00000000,1,004b8453,001e348e,0
403,403,0,0,0025c170,0025c170,00000000,1,004b8454,001e348e,0
404,404,0,0,0025c171,0025c170,00000000,1,004b8455,001e348e,0
405,405,0,0,0025c172,0025c170,00000000,1,004b8456,001e348e,0
406,406,0,0,0025c173,0025c170,00000000,1,004b8457,001e348e,0
407,407,0,0,0025c174,0025c170,00000000,1,004b8458,001e348e,0
408,408,0,0,0025c174,0025c170,00000000,1,004b8459,001e348e,0
409,409,0,0,0025c174,0025c170,00000000,1,004b845a,001e348e,0
410,410,0,0,0025c175,0025c170,00000000,1,004b845b,001e348e,0
411,411,0,0,0025c176,0025c170,00000000,1,004b845c,001e348e,0
412,412,0,0,0025c177,0025c170,00000000,1,004b845d,001e348e,0
413,413,0,0,0025c177,0025c170,00000000,1,004b845e,001e348e,0
414,414,0,0,0025c178,0025c170,00000000,1,004b845f,001e348e,0
415,415,0,0,0025c179,0025c170,00000000,1,004b8460,001e348e,0
416,416,0,0,0025c17a,0025c170,00000000,1,004b8461,001e348e,0
417,417,0,0,0025c17b,0025c170,00000000,1,004b8462,001e348e,0
418,418,0,0,0025c17b,0025c170,00000000,1,004b8463,001e348e,0
419,419,0,0,0025c17c,0025c170,00000000,1,004b8463,001e348f,0
420,420,0,0,0025c17d,0025c170,00000000,1,004b8463,001e3490,0
421,421,0,0,0025c17d,0025c170,00000000,1,004b8463,001e3491,0
422,422,0,0,0025c17e,0025c170,00000000,1,004b8463,001e3492,0
423,423,0,0,0025c17e,0025c170,00000000,1,004b8463,001e3493,0
424,424,0,0,0025c17f,0025c170,00000000,1,004b8463,001e3494,0
425,425,0,0,0025c180,0025c170,00000000,1,004b8463,001e3495,0
426,426,0,0,0025c180,0025c171,00000000,1,004b8463,001e3496,0
427,427,0,0,0025c180,0025c172,00000000,1,004b8463,001e3497,0
428,428,0,0,0025c180,0025c172,00000000,1,004b8464,001e3497,0
429,429,0,0,0025c180,0025c173,00000000,1,004b8465,001e3497,0
430,430,0,0,0025c180,0025c174,00000000,1,004b8466,001e3497,0
431,431,0,0,0025c180,0025c175,00000000,1,004b8466,001e3498,0
432,432,0,0,0025c180,0025c175,00000000,1,004b8467,001e3498,0
433,433,0,0,0025c180,0025c175,00000000,1,004b8468,001e3498,0
434,434,0,0,0025c180,0025c176,00000000,1,004b8469,001e3498,0
435,435,0,0,0025c180,0025c177,00000000,1,004b846a,001e3498,0
436,436,0,0,0025c180,0025c178,00000000,1,004b846a,001e3499,0
437,437,0,0,0025c180,0025c179,00000000,1,004b846b,001e3499,0
438,438,0,0,0025c180,0025c179,00000000,1,004b846c,001e3499,0
439,439,0,0,0025c180,0025c17a,00000000,1,004b846d,001e3499,0
440,440,0,0,0025c180,0025c17b,00000000,1,004b846e,001e3499,0
441,441,0,0,0025c180,0025c17c,00000000,1,004b846e,001e349a,0
442,442,0,0,0025c180,0025c17d,00000000,1,004b846f,001e349a,0
443,443,0,0,0025c180,0025c17d,00000000,1,004b846f,001e349b,0
444,444,0,0,0025c180,0025c17e,00000000,1,004b846f,001e349c,0
445,445,0,0,0025c180,0025c17e,00000000,1,004b846f,001e349d,0
446,446,0,0,0025c180,0025c17f,00000000,1,004b846f,001e349e,0
447,447,0,0,0025c180,0025c180,00000000,1,004b8470,001e349e,0
448,448,0,0,0025c180,0025c180,00000000,1,004b8471,001e349e,0
449,449,0,0,0025c181,0025c180,00000000,1,004b8472,001e349e,0
450,450,0,0,0025c182,0025c180,00000000,1,004b8473,001e349e,0
451,451,0,0,0025c183,0025c180,00000000,1,004b8474,001e349e,0
452,452,0,0,0025c184,0025c180,00000000,1,004b8475,001e349e,0
453,453,0,0,0025c184,0025c180,00000000,1,004b8476,001e349e,0
454,454,0,0,0025c185,0025c180,00000000,1,004b8477,001e349e,0
455,455,0,0,0025c186,0025c180,00000000,1,004b8478,001e349e,0
456,456,0,0,0025c186,0025c180,00000000,1,004b8479,001e349e,0
457,457,0,0,0025c187,0025c180,00000000,1,004b847a,001e349e,0
458,458,0,0,0025c187,0025c180,00000000,1,004b847b,001e349e,0
459,459,0,0,0025c188,0025c180,00000000,1,004b847c,001e349e,0
460,460,0,0,0025c189,0025c180,00000000,1,004b847d,001e349e,0
461,461,0,0,0025c18a,0025c180,00000000,1,004b847e,001e349e,0
462,462,0,0,0025c18b,0025c180,00000000,1,004b847f,001e349e,0
463,463,0,0,0025c18b,0025c180,00000000,1,004b8480,001e349e,0
464,464,0,0,0025c18c,0025c180,00000000,1,004b8481,001e349e,0
465,465,0,0,0025c18d,0025c180,00000000,1,004b8482,001e349e,0
466,466,0,0,0025c18e,0025c180,00000000,1,004b8483,001e349e,0
467,467,0,0,0025c18e,0025c180,00000000,1,004b8484,001e349e,0
468,468,0,0,0025c18e,0025c180,00000000,1,004b8485,001e349e,0
469,469,0,0,0025c18f,0025c180,00000000,1,004b8486,001e349e,0
470,470,0,0,0025c190,0025c180,00000000,1,004b8486,001e349f,0
471,471,0,0,0025c190,0025c181,00000000,1,004b8486,001e34a0,0
472,472,0,0,0025c190,0025c182,00000000,1,004b8486,001e34a1,0
473,473,0,0,0025c190,0025c182,00000000,1,004b8486,001e34a2,0
474,474,0,0,0025c190,0025c183,00000000,1,004b8486,001e34a3,0
475,475,0,0,0025c190,0025c184,00000000,1,004b8486,001e34a4,0
476,476,0,0,0025c190,0025c185,00000000,1,004b8486,001e34a5,0
477,477,0,0,0025c190,0025c186,00000000,1,004b8487,001e34a5,0
478,478,0,0,0025c190,0025c186,00000000,1,004b8488,001e34a5,0
479,479,0,0,0025c190,0025c186,00000000,1,004b8489,001e34a5,0
480,480,0,0,0025c190,0025c187,00000000,1,004b848a,001e34a5,0
481,481,0,0,0025c190,0025c188,00000000,1,004b848a,001e34a6,0
482,482,0,0,0025c190,0025c189,00000000,1,004b848b,001e34a6,0
483,483,0,0,0025c190,0025c189,00000000,1,004b848b,001e34a7,0
484,484,0,0,0025c190,0025c18a,00000000,1,004b848c,001e34a7,0
485,485,0,0,0025c190,0025c18b,00000000,1,004b848d,001e34a7,0
486,486,0,0,0025c190,0025c18c,00000000,1,004b848d,001e34a8,0
487,487,0,0,0025c190,0025c18d,00000000,1,004b848e,001e34a8,0
488,488,0,0,0025c190,0025c18d,00000000,1,004b848f,001e34a8,0
489,489,0,0,0025c190,0025c18e,00000000,1,004b8490,001e34a8,0
490,490,0,0,0025c190,0025c18f,00000000,1,004b8491,001e34a8,0
491,491,0,0,0025c190,0025c18f,00000000,1,004b8492,001e34a8,0
492,492,0,0,0025c190,0025c190,00000000,1,004b8493,001e34a8,0
493,493,0,0,0025c190,0025c190,00000000,1,004b8494,001e34a8,0
494,494,0,0,0025c191,0025c190,00000000,1,004b8495,001e34a8,0
495,495,0,0,0025c192,0025c190,00000000,1,004b8496,001e34a8,0
496,496,0,0,0025c193,0025c190,00000000,1,004b8497,001e34a8,0
497,497,0,0,0025c194,0025c190,00000000,1,004b8498,001e34a8,0
498,498,0,0,0025c194,0025c190,00000000,1,004b8499,001e34a8,0
499,499,0,0,0025c195,0025c190,00000000,1,004b849a,001e34a8,0
500,500,0,0,0025c196,0025c190,00000000,1,004b849b,001e34a8,0
501,501,0,0,0025c197,0025c190,00000000,1,004b849c,001e34a8,0
502,502,0,0,0025c197,0025c190,00000000,1,004b849d,001e34a8,0
503,503,0,0,0025c197,0025c190,00000000,1,004b849e,001e34a8,0
504,504,0,0,0025c198,0025c190,00000000,1,004b849f,001e34a8,0
505,505,0,0,0025c199,0025c190,00000000,1,004b84a0,001e34a8,0
506,506,0,0,0025c19a,0025c190,00000000,1,004b84a1,001e34a8,0
507,507,0,0,0025c19b,0025c190,00000000,1,004b84a2,001e34a8,0
508,508,0,0,0025c19b,0025c190,00000000,1,004b84a3,001e34a8,0
509,509,0,0,0025c19c,0025c190,00000000,1,004b84a4,001e34a8,0
510,510,0,0,0025c19d,0025c190,00000000,1,004b84a4,001e34a9,0
511,511,0,0,0025c19e,0025c190,00000000,1,004b84a4,001e34aa,0
512,512,1,0,0025c19f,0025c190,00000000,1,004b84a4,001e34ab,0
513,513,0,0,0025c19f,0025c190,00000000,1,004b84a4,001e34ac,0
514,514,0,0,0025c19f,0025c190,00000000,1,004b84a4,001e34ad,0
515,515,0,0,0025c1a0,0025c190,00000000,1,004b84a4,001e34ae,0
516,516,0,0,0025c1a0,0025c191,00000000,1,004b84a4,001e34af,0
